cp,st,dt,sw10,dw10,sw10+dw10,dw10/sw10,sw25,dw25,sw25+dw25,dw25/sw25,sw33,dw33,sw33+dw33,dw33/sw33,sw50,dw50,sw50+dw50,dw50/sw50,sw66,dw66,sw66+dw66,dw66/sw66,sw75,dw75,sw75+dw75,dw75/sw75,sys,dia,
900,240,700,180,530,710,2.9444,170,300,470,1.7647,150,240,390,1.6,130,150,280,1.1538,110,100,210,0.90909,100,80,180,0.8,179,113
900,200,700,180,650,830,3.6111,160,340,500,2.125,160,290,450,1.8125,130,160,290,1.2308,110,90,200,0.81818,100,70,170,0.7,179,113
890,200,650,170,500,670,2.9412,150,330,480,2.2,140,230,370,1.6429,120,170,290,1.4167,100,90,190,0.9,90,70,160,0.77778,179,113
950,240,720,180,470,650,2.6111,140,320,460,2.2857,140,270,410,1.9286,110,180,290,1.6364,100,130,230,1.3,90,110,200,1.2222,180,113
910,230,640,200,540,740,2.7,170,310,480,1.8235,170,270,440,1.5882,140,150,290,1.0714,130,90,220,0.69231,110,80,190,0.72727,180,113
900,270,700,220,490,710,2.2273,180,310,490,1.7222,170,270,440,1.5882,150,170,320,1.1333,120,100,220,0.83333,120,80,200,0.66667,180,113
910,200,610,180,380,560,2.1111,150,250,400,1.6667,150,220,370,1.4667,130,150,280,1.1538,110,100,210,0.90909,100,80,180,0.8,180,113
930,300,690,170,400,570,2.3529,150,280,430,1.8667,140,240,380,1.7143,130,160,290,1.2308,100,100,200,1,100,90,190,0.9,179,113
890,240,670,200,400,600,2,180,270,450,1.5,170,230,400,1.3529,150,140,290,0.93333,120,80,200,0.66667,100,70,170,0.7,179,113
900,220,690,190,420,610,2.2105,160,260,420,1.625,160,230,390,1.4375,140,150,290,1.0714,120,100,220,0.83333,110,70,180,0.63636,179,112
920,210,700,180,440,620,2.4444,160,270,430,1.6875,150,250,400,1.6667,130,160,290,1.2308,110,100,210,0.90909,100,90,190,0.9,179,112
900,220,680,200,440,640,2.2,180,290,470,1.6111,170,250,420,1.4706,140,160,300,1.1429,130,90,220,0.69231,110,80,190,0.72727,180,112
900,220,690,220,420,640,1.9091,180,280,460,1.5556,170,230,400,1.3529,150,150,300,1,120,110,230,0.91667,110,80,190,0.72727,179,112
900,210,540,180,400,580,2.2222,150,260,410,1.7333,140,220,360,1.5714,130,130,260,1,110,90,200,0.81818,100,80,180,0.8,178,112
910,360,690,180,330,510,1.8333,160,240,400,1.5,150,200,350,1.3333,130,120,250,0.92308,120,90,210,0.75,100,70,170,0.7,178,112
900,220,680,190,390,580,2.0526,160,260,420,1.625,150,220,370,1.4667,140,140,280,1,110,90,200,0.81818,100,80,180,0.8,178,112
890,220,680,180,340,520,1.8889,160,250,410,1.5625,150,210,360,1.4,130,130,260,1,120,90,210,0.75,100,70,170,0.7,179,112
900,210,680,210,430,640,2.0476,170,270,440,1.5882,160,220,380,1.375,140,130,270,0.92857,120,90,210,0.75,100,80,180,0.8,179,112
910,220,700,200,460,660,2.3,170,310,480,1.8235,160,270,430,1.6875,150,170,320,1.1333,120,110,230,0.91667,110,80,190,0.72727,179,113
910,210,700,190,360,550,1.8947,170,230,400,1.3529,160,200,360,1.25,140,120,260,0.85714,120,90,210,0.75,110,80,190,0.72727,178,113
920,210,710,170,400,570,2.3529,150,280,430,1.8667,140,240,380,1.7143,130,140,270,1.0769,110,90,200,0.81818,90,80,170,0.88889,178,113
910,210,520,180,400,580,2.2222,150,280,430,1.8667,140,240,380,1.7143,130,160,290,1.2308,110,100,210,0.90909,90,80,170,0.88889,177,113
890,390,680,180,380,560,2.1111,160,260,420,1.625,160,220,380,1.375,140,140,280,1,120,90,210,0.75,110,70,180,0.63636,177,113
920,210,690,170,460,630,2.7059,160,290,450,1.8125,150,240,390,1.6,130,160,290,1.2308,110,100,210,0.90909,90,90,180,1,178,113
900,230,670,190,430,620,2.2632,170,290,460,1.7059,160,250,410,1.5625,140,170,310,1.2143,120,100,220,0.83333,100,90,190,0.9,179,113
910,230,710,210,420,630,2,180,290,470,1.6111,160,250,410,1.5625,150,170,320,1.1333,120,100,220,0.83333,110,80,190,0.72727,178,113
670,200,650,180,350,530,1.9444,150,240,390,1.6,140,200,340,1.4286,130,120,250,0.92308,110,90,200,0.81818,100,80,180,0.8,178,113
1140,20,840,20,650,670,32.5,20,540,560,27,20,510,530,25.5,20,30,50,1.5,20,30,50,1.5,20,30,50,1.5,178,113
910,300,700,180,420,600,2.3333,150,260,410,1.7333,150,220,370,1.4667,130,150,280,1.1538,120,90,210,0.75,110,70,180,0.63636,177,113
900,210,690,180,430,610,2.3889,150,280,430,1.8667,140,240,380,1.7143,130,150,280,1.1538,110,100,210,0.90909,100,80,180,0.8,177,113
900,210,680,180,460,640,2.5556,160,290,450,1.8125,150,250,400,1.6667,130,160,290,1.2308,120,100,220,0.83333,100,80,180,0.8,178,113
910,220,710,190,460,650,2.4211,170,310,480,1.8235,160,260,420,1.625,140,170,310,1.2143,120,110,230,0.91667,100,80,180,0.8,178,113
910,200,710,190,370,560,1.9474,170,250,420,1.4706,150,220,370,1.4667,130,140,270,1.0769,120,100,220,0.83333,100,90,190,0.9,177,113
900,200,690,170,450,620,2.6471,150,270,420,1.8,140,230,370,1.6429,120,140,260,1.1667,110,90,200,0.81818,90,80,170,0.88889,176,112
890,210,680,180,380,560,2.1111,150,260,410,1.7333,150,230,380,1.5333,130,140,270,1.0769,110,90,200,0.81818,100,80,180,0.8,175,112
900,210,670,180,390,570,2.1667,150,270,420,1.8,150,240,390,1.6,130,150,280,1.1538,110,100,210,0.90909,100,80,180,0.8,176,112
