cp,st,dt,sw10,dw10,sw10+dw10,dw10/sw10,sw25,dw25,sw25+dw25,dw25/sw25,sw33,dw33,sw33+dw33,dw33/sw33,sw50,dw50,sw50+dw50,dw50/sw50,sw66,dw66,sw66+dw66,dw66/sw66,sw75,dw75,sw75+dw75,dw75/sw75,sys,dia,
680,210,470,190,380,570,2,160,270,430,1.6875,160,230,390,1.4375,140,170,310,1.2143,120,120,240,1,110,100,210,0.90909,155,75
690,210,480,190,380,570,2,170,270,440,1.5882,160,230,390,1.4375,150,160,310,1.0667,120,120,240,1,120,100,220,0.83333,155,75
670,210,470,190,380,570,2,170,280,450,1.6471,170,240,410,1.4118,150,160,310,1.0667,130,120,250,0.92308,120,100,220,0.83333,155,75
680,200,480,190,380,570,2,160,280,440,1.75,160,240,400,1.5,140,170,310,1.2143,120,140,260,1.1667,110,110,220,1,155,75
680,200,470,180,380,560,2.1111,160,280,440,1.75,160,240,400,1.5,140,160,300,1.1429,120,130,250,1.0833,110,100,210,0.90909,154,75
670,210,460,190,380,570,2,160,270,430,1.6875,160,220,380,1.375,140,160,300,1.1429,120,120,240,1,120,100,220,0.83333,154,75
670,210,470,190,380,570,2,170,270,440,1.5882,160,230,390,1.4375,140,150,290,1.0714,120,120,240,1,110,100,210,0.90909,153,75
680,200,480,180,390,570,2.1667,160,280,440,1.75,150,240,390,1.6,140,170,310,1.2143,110,130,240,1.1818,100,120,220,1.2,153,74
690,200,490,180,390,570,2.1667,160,280,440,1.75,150,240,390,1.6,140,170,310,1.2143,110,130,240,1.1818,100,120,220,1.2,153,74
690,200,490,180,390,570,2.1667,160,290,450,1.8125,150,250,400,1.6667,130,170,300,1.3077,110,130,240,1.1818,110,110,220,1,153,74
690,200,490,180,380,560,2.1111,160,280,440,1.75,160,240,400,1.5,140,160,300,1.1429,120,120,240,1,110,100,210,0.90909,153,74
680,200,480,190,380,570,2,170,280,450,1.6471,160,240,400,1.5,140,170,310,1.2143,130,120,250,0.92308,110,100,210,0.90909,153,74
680,200,480,180,390,570,2.1667,170,280,450,1.6471,160,240,400,1.5,140,170,310,1.2143,120,120,240,1,110,100,210,0.90909,152,74
670,200,470,180,390,570,2.1667,170,290,460,1.7059,160,250,410,1.5625,130,170,300,1.3077,120,130,250,1.0833,110,110,220,1,151,73
690,200,490,180,390,570,2.1667,160,280,440,1.75,150,240,390,1.6,130,170,300,1.3077,120,130,250,1.0833,100,110,210,1.1,151,73
680,200,480,180,400,580,2.2222,160,290,450,1.8125,150,250,400,1.6667,130,170,300,1.3077,120,130,250,1.0833,100,110,210,1.1,151,73
